,YearWeekISO,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,SecondDose,DoseAdditional1,District,TargetGroup,Vaccine,Population
1910,2022-W02,330295.0,0,0.0,1,1,0,ALL,Age25_49,AZ,888005
1911,2022-W02,330295.0,0,0.0,102,0,324,ALL,Age25_49,JANSS,888005
1912,2022-W02,107634.0,0,0.0,12,0,120,ALL,Age50_59,JANSS,888005
1913,2022-W02,107634.0,0,0.0,75,101,2172,ALL,Age50_59,MOD,888005
1914,2022-W02,107634.0,0,0.0,1,0,0,ALL,Age50_59,AZ,888005
1915,2022-W02,107634.0,0,0.0,83,175,3222,ALL,Age50_59,COM,888005
1916,2022-W02,48875.0,0,0.0,776,131,0,ALL,Age5_9,COM,888005
1917,2022-W02,94714.0,0,0.0,44,54,1502,ALL,Age60_69,MOD,888005
1918,2022-W02,94714.0,0,0.0,5,0,61,ALL,Age60_69,JANSS,888005
1919,2022-W02,94714.0,0,0.0,0,7,0,ALL,Age60_69,AZ,888005
1920,2022-W02,94714.0,0,0.0,55,103,2842,ALL,Age60_69,COM,888005
1921,2022-W02,66429.0,0,0.0,5,0,12,ALL,Age70_79,JANSS,888005
1922,2022-W02,66429.0,0,0.0,0,2,0,ALL,Age70_79,AZ,888005
1923,2022-W02,66429.0,0,0.0,21,9,468,ALL,Age70_79,MOD,888005
1924,2022-W02,66429.0,0,0.0,36,39,1174,ALL,Age70_79,COM,888005
1925,2022-W02,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
1926,2022-W02,33530.0,0,0.0,4,0,4,ALL,Age80+,JANSS,888005
1927,2022-W02,33530.0,0,0.0,19,17,463,ALL,Age80+,COM,888005
1928,2022-W02,33530.0,0,0.0,7,7,134,ALL,Age80+,MOD,888005
1929,2022-W02,,0,0.0,1,2,37,ALL,HCW,COM,888005
1930,2022-W02,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1931,2022-W02,,0,0.0,0,1,8,ALL,HCW,MOD,888005
1932,2022-W02,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
1933,2022-W02,,0,0.0,36,0,28,ALL,LTCF,JANSS,888005
1934,2022-W02,,0,0.0,82,33,170,ALL,LTCF,MOD,888005
1935,2022-W02,,0,0.0,1,1,0,ALL,LTCF,AZ,888005
1936,2022-W02,,0,0.0,545,234,479,ALL,LTCF,COM,888005
1937,2022-W03,888005.0,0,0.0,335,0,408,ALL,ALL,JANSS,888005
1938,2022-W03,888005.0,40080,0.0,963,1274,19925,ALL,ALL,COM,888005
1939,2022-W03,888005.0,0,0.0,390,652,5585,ALL,ALL,MOD,888005
1940,2022-W03,888005.0,0,0.0,1,5,0,ALL,ALL,AZ,888005
1941,2022-W03,46307.0,0,0.0,12,45,0,ALL,Age10_14,MOD,888005
1942,2022-W03,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1943,2022-W03,46307.0,0,0.0,563,501,0,ALL,Age10_14,COM,888005
1944,2022-W03,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1945,2022-W03,28169.0,0,0.0,108,146,5,ALL,Age15_17,COM,888005
1946,2022-W03,28169.0,0,0.0,10,29,1,ALL,Age15_17,MOD,888005
1947,2022-W03,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1948,2022-W03,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1949,2022-W03,84850.0,0,0.0,124,0,30,ALL,Age18_24,JANSS,888005
1950,2022-W03,84850.0,0,0.0,84,138,393,ALL,Age18_24,MOD,888005
1951,2022-W03,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
1952,2022-W03,84850.0,0,0.0,226,308,1534,ALL,Age18_24,COM,888005
1953,2022-W03,330295.0,0,0.0,188,0,244,ALL,Age25_49,JANSS,888005
1954,2022-W03,330295.0,0,0.0,517,725,10804,ALL,Age25_49,COM,888005
1955,2022-W03,330295.0,0,0.0,258,375,3146,ALL,Age25_49,MOD,888005
1956,2022-W03,330295.0,0,0.0,1,2,0,ALL,Age25_49,AZ,888005
1957,2022-W03,107634.0,0,0.0,100,127,3339,ALL,Age50_59,COM,888005
1958,2022-W03,107634.0,0,0.0,18,0,81,ALL,Age50_59,JANSS,888005
1959,2022-W03,107634.0,0,0.0,0,1,0,ALL,Age50_59,AZ,888005
1960,2022-W03,107634.0,0,0.0,24,72,1002,ALL,Age50_59,MOD,888005
1961,2022-W03,48875.0,0,0.0,550,292,0,ALL,Age5_9,COM,888005
1962,2022-W03,94714.0,0,0.0,68,69,2623,ALL,Age60_69,COM,888005
1963,2022-W03,94714.0,0,0.0,4,0,37,ALL,Age60_69,JANSS,888005
1964,2022-W03,94714.0,0,0.0,12,48,758,ALL,Age60_69,MOD,888005
1965,2022-W03,94714.0,0,0.0,0,1,0,ALL,Age60_69,AZ,888005
1966,2022-W03,66429.0,0,0.0,28,29,1131,ALL,Age70_79,COM,888005
1967,2022-W03,66429.0,0,0.0,9,14,211,ALL,Age70_79,MOD,888005
1968,2022-W03,66429.0,0,0.0,0,1,0,ALL,Age70_79,AZ,888005
1969,2022-W03,66429.0,0,0.0,1,0,14,ALL,Age70_79,JANSS,888005
1970,2022-W03,33530.0,0,0.0,3,5,75,ALL,Age80+,MOD,888005
1971,2022-W03,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
1972,2022-W03,33530.0,0,0.0,24,16,494,ALL,Age80+,COM,888005
1973,2022-W03,33530.0,0,0.0,0,0,2,ALL,Age80+,JANSS,888005
1974,2022-W03,,0,0.0,0,0,0,ALL,HCW,AZ,888005
1975,2022-W03,,0,0.0,0,3,15,ALL,HCW,COM,888005
1976,2022-W03,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
1977,2022-W03,,0,0.0,0,0,7,ALL,HCW,MOD,888005
1978,2022-W03,,0,0.0,1,0,0,ALL,LTCF,AZ,888005
1979,2022-W03,,0,0.0,233,212,461,ALL,LTCF,COM,888005
1980,2022-W03,,0,0.0,20,0,24,ALL,LTCF,JANSS,888005
1981,2022-W03,,0,0.0,26,41,75,ALL,LTCF,MOD,888005
1982,2022-W04,888005.0,0,0.0,304,0,339,ALL,ALL,JANSS,888005
1983,2022-W04,888005.0,0,0.0,0,6,0,ALL,ALL,AZ,888005
1984,2022-W04,888005.0,2000,0.0,560,1205,11635,ALL,ALL,COM,888005
1985,2022-W04,888005.0,0,1200.0,241,800,3053,ALL,ALL,MOD,888005
1986,2022-W04,46307.0,0,0.0,400,1204,0,ALL,Age10_14,COM,888005
1987,2022-W04,46307.0,0,0.0,9,41,0,ALL,Age10_14,MOD,888005
1988,2022-W04,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
1989,2022-W04,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
1990,2022-W04,28169.0,0,0.0,68,193,3,ALL,Age15_17,COM,888005
1991,2022-W04,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
1992,2022-W04,28169.0,0,0.0,13,47,0,ALL,Age15_17,MOD,888005
1993,2022-W04,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
1994,2022-W04,84850.0,0,0.0,124,271,1126,ALL,Age18_24,COM,888005
1995,2022-W04,84850.0,0,0.0,59,214,271,ALL,Age18_24,MOD,888005
1996,2022-W04,84850.0,0,0.0,100,0,23,ALL,Age18_24,JANSS,888005
1997,2022-W04,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
1998,2022-W04,330295.0,0,0.0,188,0,190,ALL,Age25_49,JANSS,888005
1999,2022-W04,330295.0,0,0.0,344,732,6609,ALL,Age25_49,COM,888005
2000,2022-W04,330295.0,0,0.0,0,3,0,ALL,Age25_49,AZ,888005
2001,2022-W04,330295.0,0,0.0,149,457,1783,ALL,Age25_49,MOD,888005
2002,2022-W04,107634.0,0,0.0,11,0,74,ALL,Age50_59,JANSS,888005
2003,2022-W04,107634.0,0,0.0,43,114,1789,ALL,Age50_59,COM,888005
2004,2022-W04,107634.0,0,0.0,0,3,0,ALL,Age50_59,AZ,888005
2005,2022-W04,107634.0,0,0.0,16,77,534,ALL,Age50_59,MOD,888005
2006,2022-W04,48875.0,0,0.0,515,1249,0,ALL,Age5_9,COM,888005
2007,2022-W04,94714.0,0,0.0,3,0,33,ALL,Age60_69,JANSS,888005
2008,2022-W04,94714.0,0,0.0,30,53,1267,ALL,Age60_69,COM,888005
2009,2022-W04,94714.0,0,0.0,8,27,327,ALL,Age60_69,MOD,888005
2010,2022-W04,94714.0,0,0.0,0,0,0,ALL,Age60_69,AZ,888005
2011,2022-W04,66429.0,0,0.0,1,0,16,ALL,Age70_79,JANSS,888005
2012,2022-W04,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
2013,2022-W04,66429.0,0,0.0,9,22,573,ALL,Age70_79,COM,888005
2014,2022-W04,66429.0,0,0.0,6,14,101,ALL,Age70_79,MOD,888005
2015,2022-W04,33530.0,0,0.0,1,0,3,ALL,Age80+,JANSS,888005
2016,2022-W04,33530.0,0,0.0,3,11,37,ALL,Age80+,MOD,888005
2017,2022-W04,33530.0,0,0.0,10,13,271,ALL,Age80+,COM,888005
2018,2022-W04,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
2019,2022-W04,,0,0.0,0,0,8,ALL,HCW,COM,888005
2020,2022-W04,,0,0.0,0,0,1,ALL,HCW,MOD,888005
2021,2022-W04,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
2022,2022-W04,,0,0.0,0,0,0,ALL,HCW,AZ,888005
2023,2022-W04,,0,0.0,13,41,38,ALL,LTCF,MOD,888005
2024,2022-W04,,0,0.0,151,439,279,ALL,LTCF,COM,888005
2025,2022-W04,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
2026,2022-W04,,0,0.0,23,0,28,ALL,LTCF,JANSS,888005
2027,2022-W05,888005.0,0,0.0,0,0,0,ALL,ALL,AZ,888005
2028,2022-W05,888005.0,152400,0.0,487,1208,11446,ALL,ALL,COM,888005
2029,2022-W05,888005.0,0,0.0,118,0,354,ALL,ALL,JANSS,888005
2030,2022-W05,888005.0,0,0.0,223,1015,2258,ALL,ALL,MOD,888005
2031,2022-W05,46307.0,0,0.0,221,679,0,ALL,Age10_14,COM,888005
2032,2022-W05,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
2033,2022-W05,46307.0,0,0.0,6,69,0,ALL,Age10_14,MOD,888005
2034,2022-W05,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
2035,2022-W05,28169.0,0,0.0,82,171,8,ALL,Age15_17,COM,888005
2036,2022-W05,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
2037,2022-W05,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
2038,2022-W05,28169.0,0,0.0,9,40,3,ALL,Age15_17,MOD,888005
2039,2022-W05,84850.0,0,0.0,109,265,1237,ALL,Age18_24,COM,888005
2040,2022-W05,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
2041,2022-W05,84850.0,0,0.0,35,0,145,ALL,Age18_24,JANSS,888005
2042,2022-W05,84850.0,0,0.0,62,207,245,ALL,Age18_24,MOD,888005
2043,2022-W05,330295.0,0,0.0,79,0,134,ALL,Age25_49,JANSS,888005
2044,2022-W05,330295.0,0,0.0,276,708,6510,ALL,Age25_49,COM,888005
2045,2022-W05,330295.0,0,0.0,138,624,1373,ALL,Age25_49,MOD,888005
2046,2022-W05,330295.0,0,0.0,0,0,0,ALL,Age25_49,AZ,888005
2047,2022-W05,107634.0,0,0.0,0,0,0,ALL,Age50_59,AZ,888005
2048,2022-W05,107634.0,0,0.0,2,0,40,ALL,Age50_59,JANSS,888005
2049,2022-W05,107634.0,0,0.0,43,112,1607,ALL,Age50_59,COM,888005
2050,2022-W05,107634.0,0,0.0,16,107,333,ALL,Age50_59,MOD,888005
2051,2022-W05,48875.0,0,0.0,192,664,0,ALL,Age5_9,COM,888005
2052,2022-W05,94714.0,0,0.0,0,0,0,ALL,Age60_69,AZ,888005
2053,2022-W05,94714.0,0,0.0,30,64,1189,ALL,Age60_69,COM,888005
2054,2022-W05,94714.0,0,0.0,1,0,23,ALL,Age60_69,JANSS,888005
2055,2022-W05,94714.0,0,0.0,4,45,208,ALL,Age60_69,MOD,888005
2056,2022-W05,66429.0,0,0.0,3,16,72,ALL,Age70_79,MOD,888005
2057,2022-W05,66429.0,0,0.0,15,39,647,ALL,Age70_79,COM,888005
2058,2022-W05,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
2059,2022-W05,66429.0,0,0.0,0,0,10,ALL,Age70_79,JANSS,888005
2060,2022-W05,33530.0,0,0.0,0,16,27,ALL,Age80+,MOD,888005
2061,2022-W05,33530.0,0,0.0,1,0,2,ALL,Age80+,JANSS,888005
2062,2022-W05,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
2063,2022-W05,33530.0,0,0.0,14,20,256,ALL,Age80+,COM,888005
2064,2022-W05,,0,0.0,0,0,1,ALL,HCW,MOD,888005
2065,2022-W05,,0,0.0,0,0,0,ALL,HCW,AZ,888005
2066,2022-W05,,0,0.0,0,2,5,ALL,HCW,COM,888005
2067,2022-W05,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
2068,2022-W05,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
2069,2022-W05,,0,0.0,32,61,33,ALL,LTCF,MOD,888005
2070,2022-W05,,0,0.0,204,300,265,ALL,LTCF,COM,888005
2071,2022-W05,,0,0.0,13,0,11,ALL,LTCF,JANSS,888005
2072,2022-W06,888005.0,31590,0.0,201,630,3971,ALL,ALL,COM,888005
2073,2022-W06,888005.0,0,0.0,32,167,632,ALL,ALL,MOD,888005
2074,2022-W06,888005.0,0,0.0,0,2,0,ALL,ALL,AZ,888005
2075,2022-W06,888005.0,0,0.0,59,0,2,ALL,ALL,JANSS,888005
2076,2022-W06,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
2077,2022-W06,46307.0,0,0.0,2,4,0,ALL,Age10_14,MOD,888005
2078,2022-W06,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
2079,2022-W06,46307.0,0,0.0,48,183,0,ALL,Age10_14,COM,888005
2080,2022-W06,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
2081,2022-W06,28169.0,0,0.0,9,37,0,ALL,Age15_17,COM,888005
2082,2022-W06,28169.0,0,0.0,1,6,0,ALL,Age15_17,MOD,888005
2083,2022-W06,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
2084,2022-W06,84850.0,0,0.0,28,0,1,ALL,Age18_24,JANSS,888005
2085,2022-W06,84850.0,0,0.0,106,283,1223,ALL,Age18_24,COM,888005
2086,2022-W06,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
2087,2022-W06,84850.0,0,0.0,13,34,99,ALL,Age18_24,MOD,888005
2088,2022-W06,330295.0,0,0.0,17,101,390,ALL,Age25_49,MOD,888005
2089,2022-W06,330295.0,0,0.0,0,1,0,ALL,Age25_49,AZ,888005
2090,2022-W06,330295.0,0,0.0,30,0,1,ALL,Age25_49,JANSS,888005
2091,2022-W06,330295.0,0,0.0,80,264,1788,ALL,Age25_49,COM,888005
2092,2022-W06,107634.0,0,0.0,0,1,0,ALL,Age50_59,AZ,888005
2093,2022-W06,107634.0,0,0.0,0,16,82,ALL,Age50_59,MOD,888005
2094,2022-W06,107634.0,0,0.0,8,38,424,ALL,Age50_59,COM,888005
2095,2022-W06,107634.0,0,0.0,1,0,0,ALL,Age50_59,JANSS,888005
2096,2022-W06,48875.0,0,0.0,32,207,0,ALL,Age5_9,COM,888005
2097,2022-W06,94714.0,0,0.0,4,26,293,ALL,Age60_69,COM,888005
2098,2022-W06,94714.0,0,0.0,1,8,38,ALL,Age60_69,MOD,888005
2099,2022-W06,94714.0,0,0.0,0,0,0,ALL,Age60_69,JANSS,888005
2100,2022-W06,94714.0,0,0.0,0,0,0,ALL,Age60_69,AZ,888005
2101,2022-W06,66429.0,0,0.0,3,10,158,ALL,Age70_79,COM,888005
2102,2022-W06,66429.0,0,0.0,0,6,18,ALL,Age70_79,MOD,888005
2103,2022-W06,66429.0,0,0.0,0,0,0,ALL,Age70_79,JANSS,888005
2104,2022-W06,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
2105,2022-W06,33530.0,0,0.0,0,0,0,ALL,Age80+,JANSS,888005
2106,2022-W06,33530.0,0,0.0,1,2,5,ALL,Age80+,MOD,888005
2107,2022-W06,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
2108,2022-W06,33530.0,0,0.0,0,9,85,ALL,Age80+,COM,888005
2109,2022-W06,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
2110,2022-W06,,0,0.0,0,1,9,ALL,HCW,COM,888005
2111,2022-W06,,0,0.0,0,0,0,ALL,HCW,AZ,888005
2112,2022-W06,,0,0.0,0,0,1,ALL,HCW,MOD,888005
2113,2022-W06,,0,0.0,44,85,0,ALL,LTCF,COM,888005
2114,2022-W06,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
2115,2022-W06,,0,0.0,22,0,19,ALL,LTCF,JANSS,888005
2116,2022-W06,,0,0.0,0,12,6,ALL,LTCF,MOD,888005
2117,2022-W07,888005.0,0,0.0,105,441,1303,ALL,ALL,MOD,888005
2118,2022-W07,888005.0,31590,0.0,237,697,5860,ALL,ALL,COM,888005
2119,2022-W07,888005.0,0,0.0,130,0,141,ALL,ALL,JANSS,888005
2120,2022-W07,888005.0,0,0.0,0,3,0,ALL,ALL,AZ,888005
2121,2022-W07,46307.0,0,0.0,4,15,0,ALL,Age10_14,MOD,888005
2122,2022-W07,46307.0,0,0.0,104,377,0,ALL,Age10_14,COM,888005
2123,2022-W07,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
2124,2022-W07,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
2125,2022-W07,28169.0,0,0.0,2,14,0,ALL,Age15_17,MOD,888005
2126,2022-W07,28169.0,0,0.0,22,71,0,ALL,Age15_17,COM,888005
2127,2022-W07,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
2128,2022-W07,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
2129,2022-W07,84850.0,0,0.0,71,158,894,ALL,Age18_24,COM,888005
2130,2022-W07,84850.0,0,0.0,35,104,191,ALL,Age18_24,MOD,888005
2131,2022-W07,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
2132,2022-W07,84850.0,0,0.0,62,0,20,ALL,Age18_24,JANSS,888005
2133,2022-W07,330295.0,0,0.0,64,277,802,ALL,Age25_49,MOD,888005
2134,2022-W07,330295.0,0,0.0,124,406,3236,ALL,Age25_49,COM,888005
2135,2022-W07,330295.0,0,0.0,0,2,0,ALL,Age25_49,AZ,888005
2136,2022-W07,330295.0,0,0.0,67,0,94,ALL,Age25_49,JANSS,888005
2137,2022-W07,107634.0,0,0.0,4,31,172,ALL,Age50_59,MOD,888005
2138,2022-W07,107634.0,0,0.0,0,1,0,ALL,Age50_59,AZ,888005
2139,2022-W07,107634.0,0,0.0,1,0,22,ALL,Age50_59,JANSS,888005
2140,2022-W07,107634.0,0,0.0,14,53,757,ALL,Age50_59,COM,888005
2141,2022-W07,48875.0,0,0.0,82,470,0,ALL,Age5_9,COM,888005
2142,2022-W07,94714.0,0,0.0,0,0,5,ALL,Age60_69,JANSS,888005
2143,2022-W07,94714.0,0,0.0,0,0,0,ALL,Age60_69,AZ,888005
2144,2022-W07,94714.0,0,0.0,9,45,520,ALL,Age60_69,COM,888005
2145,2022-W07,94714.0,0,0.0,1,16,93,ALL,Age60_69,MOD,888005
2146,2022-W07,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
2147,2022-W07,66429.0,0,0.0,0,10,35,ALL,Age70_79,MOD,888005
2148,2022-W07,66429.0,0,0.0,0,0,0,ALL,Age70_79,JANSS,888005
2149,2022-W07,66429.0,0,0.0,9,17,289,ALL,Age70_79,COM,888005
2150,2022-W07,33530.0,0,0.0,0,0,0,ALL,Age80+,JANSS,888005
2151,2022-W07,33530.0,0,0.0,10,18,164,ALL,Age80+,COM,888005
2152,2022-W07,33530.0,0,0.0,1,3,10,ALL,Age80+,MOD,888005
2153,2022-W07,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
2154,2022-W07,,0,0.0,0,0,0,ALL,HCW,AZ,888005
2155,2022-W07,,0,0.0,0,1,13,ALL,HCW,COM,888005
2156,2022-W07,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
2157,2022-W07,,0,0.0,0,0,1,ALL,HCW,MOD,888005
2158,2022-W07,,0,0.0,0,12,6,ALL,LTCF,MOD,888005
2159,2022-W07,,0,0.0,77,132,164,ALL,LTCF,COM,888005
2160,2022-W07,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
2161,2022-W07,,0,0.0,3,14,0,ALL,LTCF,JANSS,888005
2162,2022-W08,888005.0,31590,0.0,162,523,4485,ALL,ALL,COM,888005
2163,2022-W08,888005.0,0,0.0,0,0,0,ALL,ALL,AZ,888005
2164,2022-W08,888005.0,0,0.0,135,101,18,ALL,ALL,JANSS,888005
2165,2022-W08,888005.0,0,0.0,53,286,996,ALL,ALL,MOD,888005
2166,2022-W08,46307.0,0,0.0,42,74,0,ALL,Age10_14,COM,888005
2167,2022-W08,46307.0,0,0.0,1,10,0,ALL,Age10_14,MOD,888005
2168,2022-W08,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
2169,2022-W08,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
2170,2022-W08,28169.0,0,0.0,21,75,1,ALL,Age15_17,COM,888005
2171,2022-W08,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
2172,2022-W08,28169.0,0,0.0,3,11,2,ALL,Age15_17,MOD,888005
2173,2022-W08,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
2174,2022-W08,84850.0,0,0.0,53,15,3,ALL,Age18_24,JANSS,888005
2175,2022-W08,84850.0,0,0.0,36,123,754,ALL,Age18_24,COM,888005
2176,2022-W08,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
2177,2022-W08,84850.0,0,0.0,13,88,149,ALL,Age18_24,MOD,888005
2178,2022-W08,330295.0,0,0.0,34,163,610,ALL,Age25_49,MOD,888005
2179,2022-W08,330295.0,0,0.0,0,0,0,ALL,Age25_49,AZ,888005
2180,2022-W08,330295.0,0,0.0,103,302,2590,ALL,Age25_49,COM,888005
2181,2022-W08,330295.0,0,0.0,77,59,14,ALL,Age25_49,JANSS,888005
2182,2022-W08,107634.0,0,0.0,4,16,127,ALL,Age50_59,MOD,888005
2183,2022-W08,107634.0,0,0.0,2,18,0,ALL,Age50_59,JANSS,888005
2184,2022-W08,107634.0,0,0.0,10,41,514,ALL,Age50_59,COM,888005
2185,2022-W08,107634.0,0,0.0,0,0,0,ALL,Age50_59,AZ,888005
2186,2022-W08,48875.0,0,0.0,0,0,0,ALL,Age5_9,COM,888005
2187,2022-W08,94714.0,0,0.0,0,10,70,ALL,Age60_69,MOD,888005
2188,2022-W08,94714.0,0,0.0,0,0,0,ALL,Age60_69,AZ,888005
2189,2022-W08,94714.0,0,0.0,5,32,351,ALL,Age60_69,COM,888005
2190,2022-W08,94714.0,0,0.0,3,5,1,ALL,Age60_69,JANSS,888005
2191,2022-W08,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
2192,2022-W08,66429.0,0,0.0,2,5,35,ALL,Age70_79,MOD,888005
2193,2022-W08,66429.0,0,0.0,0,2,0,ALL,Age70_79,JANSS,888005
2194,2022-W08,66429.0,0,0.0,3,17,178,ALL,Age70_79,COM,888005
2195,2022-W08,33530.0,0,0.0,0,0,0,ALL,Age80+,AZ,888005
2196,2022-W08,33530.0,0,0.0,0,4,5,ALL,Age80+,MOD,888005
2197,2022-W08,33530.0,0,0.0,5,8,98,ALL,Age80+,COM,888005
2198,2022-W08,33530.0,0,0.0,0,2,0,ALL,Age80+,JANSS,888005
2199,2022-W08,,0,0.0,0,0,0,ALL,HCW,JANSS,888005
2200,2022-W08,,0,0.0,0,0,1,ALL,HCW,MOD,888005
2201,2022-W08,,0,0.0,0,0,2,ALL,HCW,COM,888005
2202,2022-W08,,0,0.0,0,0,0,ALL,HCW,AZ,888005
2203,2022-W08,,0,0.0,0,5,0,ALL,LTCF,JANSS,888005
2204,2022-W08,,0,0.0,3,9,21,ALL,LTCF,MOD,888005
2205,2022-W08,,0,0.0,28,79,98,ALL,LTCF,COM,888005
2206,2022-W08,,0,0.0,0,0,0,ALL,LTCF,AZ,888005
2207,2022-W09,888005.0,0,0.0,199,219,937,ALL,ALL,MOD,888005
2208,2022-W09,888005.0,0,0.0,123,492,4294,ALL,ALL,COM,888005
2209,2022-W09,888005.0,0,0.0,0,0,0,ALL,ALL,AZ,888005
2210,2022-W09,888005.0,0,0.0,24,116,6,ALL,ALL,JANSS,888005
2211,2022-W09,46307.0,0,0.0,0,0,0,ALL,Age10_14,AZ,888005
2212,2022-W09,46307.0,0,0.0,1,4,0,ALL,Age10_14,MOD,888005
2213,2022-W09,46307.0,0,0.0,0,0,0,ALL,Age10_14,JANSS,888005
2214,2022-W09,46307.0,0,0.0,45,161,2,ALL,Age10_14,COM,888005
2215,2022-W09,28169.0,0,0.0,0,0,0,ALL,Age15_17,AZ,888005
2216,2022-W09,28169.0,0,0.0,0,0,0,ALL,Age15_17,JANSS,888005
2217,2022-W09,28169.0,0,0.0,15,57,1,ALL,Age15_17,COM,888005
2218,2022-W09,28169.0,0,0.0,3,9,0,ALL,Age15_17,MOD,888005
2219,2022-W09,84850.0,0,0.0,38,117,752,ALL,Age18_24,COM,888005
2220,2022-W09,84850.0,0,0.0,6,18,2,ALL,Age18_24,JANSS,888005
2221,2022-W09,84850.0,0,0.0,95,55,145,ALL,Age18_24,MOD,888005
2222,2022-W09,84850.0,0,0.0,0,0,0,ALL,Age18_24,AZ,888005
2223,2022-W09,330295.0,0,0.0,101,145,585,ALL,Age25_49,MOD,888005
2224,2022-W09,330295.0,0,0.0,15,66,4,ALL,Age25_49,JANSS,888005
2225,2022-W09,330295.0,0,0.0,65,290,2553,ALL,Age25_49,COM,888005
2226,2022-W09,330295.0,0,0.0,0,0,0,ALL,Age25_49,AZ,888005
2227,2022-W09,107634.0,0,0.0,3,13,112,ALL,Age50_59,MOD,888005
2228,2022-W09,107634.0,0,0.0,0,0,0,ALL,Age50_59,AZ,888005
2229,2022-W09,107634.0,0,0.0,2,17,0,ALL,Age50_59,JANSS,888005
2230,2022-W09,107634.0,0,0.0,8,28,473,ALL,Age50_59,COM,888005
2231,2022-W09,48875.0,0,0.0,31,138,0,ALL,Age5_9,COM,888005
2232,2022-W09,94714.0,0,0.0,0,3,62,ALL,Age60_69,MOD,888005
2233,2022-W09,94714.0,0,0.0,6,31,308,ALL,Age60_69,COM,888005
2234,2022-W09,94714.0,0,0.0,0,0,0,ALL,Age60_69,AZ,888005
2235,2022-W09,94714.0,0,0.0,1,14,0,ALL,Age60_69,JANSS,888005
2236,2022-W09,66429.0,0,0.0,0,1,22,ALL,Age70_79,MOD,888005
2237,2022-W09,66429.0,0,0.0,2,13,153,ALL,Age70_79,COM,888005
2238,2022-W09,66429.0,0,0.0,0,1,0,ALL,Age70_79,JANSS,888005
2239,2022-W09,66429.0,0,0.0,0,0,0,ALL,Age70_79,AZ,888005
2240,2022-W09,33530.0,0,0.0,0,2,11,ALL,Age80+,MOD,888005
2241,2022-W09,33530.0,0,0.0,0,0,0,ALL,Age80+,JANSS,888005
